NB_OBJ,NB_SYS,SYSTEM_NAME,OBJ_CAT,OBJ_NAME,RA,DEC,EPOCH,PARALLAX,PARALLAX_ERROR,PARALLAX_BIBCODE,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR,PM_BIBCODE,RV,RV_ERROR,RV_BIBCODE,SP_TYPE,SP_BIBCODE,SP_METHOD,G_CODE,G,G_ESTIMATE,GBP,GRP,U,B,V,R,I,J,H,K,SYSTEM_BIBCODE,EXOPLANET_COUNT,GAIA_DR2,GAIA_EDR3,SIMBAD_NAME,COMMON_NAME,GJ,HD,HIP,COMMENT
339,209,CD-37 10765,LM,CD-37 10765 B,245.009351248454,-37.5254096085465,2016,117.679127876141,0.107052565,2020yCat.1350....0G,-681.279104023215,0.13162991,1049.95063254829,0.11726557,2020yCat.1350....0G,,,,M5,1985ApJS...59..197B,Opt Spec,3,12.898023,,14.946816,11.444944,,,,,,8.34,8.4,7.76,2015MNRAS.449.2618W,,Gaia DR2 6021430250769069824,Gaia EDR3 6021430250773733632,CD-37 10765 B,,GJ 618 B,,,...
340,210,CD-32 5613,WD,CD-32 5613,130.379501356322,-32.9364949656501,2016,117.39612541859,0.020453347,2020yCat.1350....0G,-1061.15773599748,0.015683083,1345.89992856817,0.021145772,2020yCat.1350....0G,29.3,2.9,2006A&A...447..173P,DA5.5,2011ApJ...743..138G,Opt Spec,3,11.822395,,11.900727,11.670317,,12.07,11.85,12.3,,11.578,11.539,11.547,,,Gaia DR2 5639391810273308416,Gaia EDR3 5639391810273308416,CD-32 5613,,GJ 318,,,Unresolved Double white dwarf candidate in 2017A&A...602A..16T
341,211,61 Vir,*,61 Vir,199.596298132351,-18.3159221006455,2016,117.172646099139,0.1455929,2020yCat.1350....0G,-1070.20157352001,0.15287328,-1063.84866053757,0.12301945,2020yCat.1350....0G,-7.824,0.0005,2018A&A...616A...7S,G7,2006AJ....132..161G,Opt Spec,3,4.5325284,,4.904673,4.006235,5.71,5.44,4.74,,,3.334,2.974,2.956,,3,Gaia DR2 3507879565090229888,Gaia EDR3 3507879565090229888,61 Vir,,GJ 506,HD 115617,HIP 64924,...
342,211,61 Vir,Planet,61 Vir b,199.596298132351,-18.3159221006455,2016,117.172646099139,0.1455929,FROM:61Vir,,,,,,,,,,,,,,,,,,,,,,,,,2010ApJ...708.1366V,,,,,,,,,...
343,211,61 Vir,Planet,61 Vir c,199.596298132351,-18.3159221006455,2016,117.172646099139,0.1455929,FROM:61Vir,,,,,,,,,,,,,,,,,,,,,,,,,2010ApJ...708.1366V,,,,,,,,,...
344,211,61 Vir,Planet,61 Vir d,199.596298132351,-18.3159221006455,2016,117.172646099139,0.1455929,FROM:61Vir,,,,,,,,,,,,,,,,,,,,,,,,,2010ApJ...708.1366V,,,,,,,,,...
345,212,EGGR 453,WD,EGGR 453,343.483564064078,-6.78483020607756,2016,117.13884218186,0.03412185,2020yCat.1350....0G,2485.79883000182,0.03816274,-681.253606321889,0.04036945,2020yCat.1350....0G,,,,DZ13,2009AJ....138.1681S,Opt Spec,3,15.421229,,16.081415,14.661167,,17.53,15.66,15.7,,14.013,13.685,13.55,,,Gaia DR2 2611561706216413696,Gaia EDR3 2611561706216413696,EGGR 453,,GJ 1276,,,...
346,213,Wolf 461,LM,Wolf 461,195.135474502861,5.68656685418403,2016,117.032705097078,0.061250325,2020yCat.1350....0G,-940.630492902648,0.08118147,227.749615882176,0.07081298,2020yCat.1350....0G,-25.33,0.05,2020A&A...636A..36L,M4.5e,2015AJ....149..106D,Opt Spec,3,11.772939,,13.655634,10.468152,,15.12,,13.041,,8.553,7.966,7.66,,,Gaia DR2 3705324881043314304,Gaia EDR3 3705324881045028992,Wolf 461,FN Vir,GJ 493.1,,,...
347,214,G 89-32,LM,G 89-32 A,114.105717187893,7.07727654944032,2016,116.6,0.97,2006AJ....132.2360H,241.7,3.9,-298.3,6.5,2012yCat.1322....0Z,20,4,2014AJ....147...20N,M4.5,2011ApJS..197...19K,NIR Spec,3,12.013,,13.498255,10.163227,,14.99,13.24,12.78,,8.18,7.611,7.282,2015AJ....149..106D,,Gaia DR2 3142052628981390464,Gaia EDR3 3142052633276822144,G 89-32 A,,GJ 3454,,,...
348,214,G 89-32,LM,G 89-32 B,114.105717187893,7.07727654944032,2016,116.6,0.97,FROM:G89-32A,241.7,3.9,-298.3,6.5,FROM:G89-32A,,,,M5,2008MNRAS.384..150L,Opt Phot,10,,11.68,,,,,,,,,,,2015AJ....149..106D,,,,G 89-32 B,,GJ 3454,,,...
349,215,CWISEP J040235.55-265145.4,BD,CWISEP J040235.55-265145.4,60.649091,-26.863288,2017.3,116.4,20.5,2021ApJS..253....7K,767,25.6,-532.9,23.1,2021ApJS..253....7K,,,,>Y1?,2021ApJS..253....7K,NIR Phot,20,,24.67,,,,,,,,,,,,,,,,,,,,...
350,216,L 49-19,LM,L 49-19,343.921471251815,-75.4633768500233,2016,116.313369256882,0.016823512,2020yCat.1350....0G,-1026.20250657335,0.018067643,-1059.40667085601,0.018554317,2020yCat.1350....0G,65.856,0.0135,2018A&A...616A...7S,M3,2014MNRAS.443.2561G,Opt Spec,3,9.292778,,10.615032,8.147194,13.004,11.873,10.377,9.312,7.958,6.616,6.084,5.811,,,Gaia DR2 6378584028690858496,Gaia EDR3 6378584028690858496,L 49-19,,GJ 877,,HIP 113229,...
351,217,CD Cet,LM,CD Cet,48.3532582382127,4.77520017098666,2016,116.267814433972,0.042744365,2020yCat.1350....0G,1741.87461053324,0.04745122,86.4943843510342,0.0436992,2020yCat.1350....0G,28.156,0.02,2020A&A...636A..36L,M4.5e,2013AJ....145..102L,Opt Spec,3,12.101368,,14.121774,10.778052,,15.61,14.001,13.65,,8.775,8.208,7.833,,1,Gaia DR2 3179036008830848,Gaia EDR3 3179036008830848,CD Cet,,GJ 1057,,,...
352,217,CD Cet,Planet,CD Cet b,48.3532582382127,4.77520017098666,2016,116.267814433972,0.042744365,FROM:CDCet,,,,,,,,,,,,,,,,,,,,,,,,,2020A&A...640A..50B,,,,,,,,,...
353,218,zet Tuc,*,zet Tuc,5.03560954742747,-64.8696171371272,2016,116.182578540981,0.13336171,2020yCat.1350....0G,1706.74685521262,0.16225848,1164.95944262891,0.1561395,2020yCat.1350....0G,9.28,0.0003,2018A&A...616A...7S,F9.5,2006AJ....132..161G,Opt Spec,3,4.07351,,4.369477,3.6002007,4.82,4.8,4.23,3.73,3.4,3.19,2.88,2.83,,,Gaia DR2 4900108950847893376,Gaia EDR3 4900108950849461248,zet Tuc,,GJ 17,HD 1581,HIP 1599,...
354,219,NLTT 40406,LM,NLTT 40406,232.625560005462,9.43455138509941,2016,116.04245757212,0.04350852,2020yCat.1350....0G,-178.853035043458,0.04305351,183.898017772102,0.038033824,2020yCat.1350....0G,1.434,0.052,2020A&A...636A..36L,M5.5,2015A&A...577A.128A,Opt Spec,3,13.07033,,15.395958,11.690813,,16.5,,14.918,,9.569,9.006,8.661,,,Gaia DR2 1165479168642900992,Gaia EDR3 1165479168642900992,NLTT 40406,,,,,...
355,220,2MASS J16471580+5632057,BD,2MASS J16471580+5632057,251.815856,56.534924,2000,116,29,2011ApJS..197...19K,-166,9,242,8,2011ApJS..197...19K,,,,L9pec,2011ApJS..197...19K,NIR Spec,10,,20.09,,,,,,,,16.911,15.259,14.611,,,,,2MASS J16471580+5632057,,,,,...
356,221,LP 666-9,LM,LP 666-9,133.398368370287,-3.49316442922145,2016,115.487571063135,0.07259748,2020yCat.1350....0G,-516.605397897889,0.08192922,-199.65184645561,0.051992696,2020yCat.1350....0G,-7.225,0.1,2020A&A...636A..36L,M9,2009ApJ...704..975J,Opt Spec,3,15.888929,,19.109976,14.351721,,,18.959,16.781,14.487,11.212,10.469,9.942,,,Gaia DR2 5761985432616501376,Gaia EDR3 5761985432616501376,LP 666-9,,GJ 3517,,,...
357,222,G 19-7,LM,G 19-7,254.276047687457,-4.35064932355873,2016,114.915843500911,0.02515796,2020yCat.1350....0G,481.630189692674,0.02734764,-376.219589153911,0.020926613,2020yCat.1350....0G,-3.963,0.047,2020A&A...636A..36L,M4,2019AJ....157...63K,Opt Spec,3,10.913422,,12.519061,9.681986,,13.92,12.25,10.99,9.432,7.971,7.442,7.12,,,Gaia DR2 4365609170043180416,Gaia EDR3 4365609170043180416,G 19-7,,GJ 1207,,,...
358,223,AP Col,LM,AP Col,91.2174252493388,-34.5584128223818,2016,115.398164656185,0.029826276,2020yCat.1350....0G,25.7867249977242,0.032550856,343.017703728897,0.034952305,2020yCat.1350....0G,22.4,0.3,2011AJ....142..104R,M5,2006AJ....132..866R,NIR Spec,3,11.112143,,13.174277,9.773951,,,12.96,11.49,9.6,7.742,7.183,6.866,,,Gaia DR2 2886233695250041216,Gaia EDR3 2886233695250041216,AP Col,,,,,Pre-main-sequence star that may belong to the Argus / IC 2391 association
359,224,PM J11413-3624,LM,PM J11413-3624,175.342349909223,-36.4082149089703,2016,115.083465530215,0.035883762,2020yCat.1350....0G,485.09293494198,0.03878466,311.803779616634,0.033743493,2020yCat.1350....0G,,,,M5,2014MNRAS.443.2561G,Opt Spec,3,11.583742,,13.354383,10.30729,,,13.105,12.798,10.1,8.49,7.967,7.699,,,Gaia DR2 3464485826872541440,Gaia EDR3 3464485826872541440,PM J11413-3624,,,,,...
360,225,chi01 Ori,*,chi01 Ori A,88.5948241946816,20.2758521480218,2016,114.949660747791,0.5279793,2020yCat.1350....0G,-179.013530124378,0.40493333,-90.7299362190747,0.33746862,2020yCat.1350....0G,-15.48,0.18,2018yCat.1345....0G,G0,2006AJ....132..161G,Opt Spec,3,4.241686,,4.5441318,3.7479024,5.08,5,4.4,3.9,3.59,3.43,3.19,2.99,2002PASP..114..224H,,Gaia DR2 3399063235753901952,Gaia EDR3 3399063235755057792,chi01 Ori,,GJ 222,HD 39587,HIP 27913,...
361,225,chi01 Ori,LM?,chi01 Ori B,88.5948241946816,20.2758521480218,2016,114.949660747791,0.5279793,FROM:chi01OriA,-179.013530124378,0.40493333,-90.7299362190747,0.33746862,FROM:chi01Ori,,,,,,,,,,,,,,,,,,,,2002PASP..114..224H,,,,chi01 Ori,,,,,Possible M dwarf
362,226,LP 991-84,LM,LP 991-84,24.8413668093338,-39.6035083617876,2016,114.604036308065,0.040204506,2020yCat.1350....0G,143.634322324543,0.02754986,-228.78428390289,0.0323536,2020yCat.1350....0G,29.251,3.457,2017AJ....153...75K,M4.5,2007PhDT.........2B,Opt Phot,3,12.568368,,14.691125,11.223761,,,14.403,14.244,10.791,9.209,8.629,8.274,,,Gaia DR2 4960651016012601856,Gaia EDR3 4960651016012601856,LP 991-84,,,,,...
363,227,ksi UMa,*,ksi UMa Aa,169.54338011559,31.52641490046,2016,114.4867,0.4316,FROM:ksiUMaB,-339.398,0.779,-607.892,0.764,FROM:ksiUMaB,-15.5,0.9,1953GCRV..C......0W,F8.5,1989ApJS...71..245K,Opt Phot,10,,3.61,,,4.42,4.38,3.79,,,2.46,2.23,2.14,1803RSPT...93..339H,,,,ksi UMa A,Alula Australis,GJ 423 A,HD 98231 Aa,HIP 55203,...
364,227,ksi UMa,LM,ksi UMa Ab,169.54338011559,31.52641490046,2016,114.4867,0.4316,FROM:ksiUMaB,-339.398,0.779,-607.892,0.764,FROM:ksiUMaB,,,,M3,2005ApJ...634.1336B,,10,,9.85,,,,,,,,,,,1995AJ....109..332M,,,,ksi UMa A,,GJ 423 Ab,HD 98231 Ab,,...
365,227,ksi UMa,*,ksi UMa Ba,169.54338011559,31.52641490046,2016,114.4867,0.4316,2018yCat.1345....0G,-339.398,0.779,-607.892,0.764,2018yCat.1345....0G,,,,G2,1989ApJS...71..245K,Opt Phot,3,4.640214,,4.918288,4.068713,,5.41,4.77,4.4,,,,,1803RSPT...93..339H,,Gaia DR2 756853643637996160,Gaia EDR3 756853643637996160,ksi UMa B,,GJ 423 B,HD 98230 A,,...
366,227,ksi UMa,*,ksi UMa Bb,169.54338011559,31.52641490046,2016,114.4867,0.4316,FROM:ksiUMaB,-339.398,0.779,-607.892,0.764,FROM:ksiUMaB,,,,K2-3,1995AJ....109..332M,,10,,5.75,,,,,,,,,,,1995AJ....109..332M,,,,ksi UMa B,,GJ 423 D,HD 98230 B,,...
367,227,ksi UMa,BD,WISE J111838.70+312537.9,169.54338011559,31.52641490046,2016,114.4867,0.4316,FROM:ksiUMaB,-339.398,0.779,-607.892,0.764,FROM:ksiUMaB,,,,T8.5,2013AJ....145...84W,NIR Spec,20,,24.73,,,,,,,,18.22,,,2013AJ....145...84W,,,,WISE J111838.70+312537.9,,,,,...
368,228,LSPM J0036+1821,BD,LSPM J0036+1821,9.07135464103575,18.3534101381391,2016,114.473463569669,0.13814536,2020yCat.1350....0G,901.582121871652,0.16374524,124.353713355914,0.12230506,2020yCat.1350....0G,19.02,0.15,2010ApJ...723..684B,L3.5,2000AJ....119..369R,Opt Spec,3,17.521132,,20.44291,15.909052,,,,18.451,16.053,12.466,11.588,11.058,,,Gaia DR2 2794735086363871360,Gaia EDR3 2794735086363871360,LSPM J0036+1821,,,,,...
369,229,HD 50281,*,HD 50281 A,103.072784316137,-5.17372829320013,2016,114.35472221988,0.04184089,2020yCat.1350....0G,-543.690347077658,0.028971028,-3.51531374204182,0.026677793,2020yCat.1350....0G,-7.2,0.15,2018yCat.1345....0G,K3.5,2003AJ....126.2048G,Opt Spec,3,6.231057,,6.795033,5.518121,,7.64,6.57,,,5.01,4.29,4.11,1994RMxAA..28...43P,,Gaia DR2 3101923001490347392,Gaia EDR3 3101923001490347392,HD 50281,,GJ 250 A,HD 50281 A,HIP 32984,...
370,229,HD 50281,LM,HD 50281 Ba,103.072600958887,-5.19006973623282,2016,114.291102186307,0.02192843,2020yCat.1350....0G,-576.331063951725,0.02290138,-13.0437651399077,0.020435125,2020yCat.1350....0G,-8.27,0.36,2018yCat.1345....0G,M2,2015A&A...577A.128A,Opt Spec,3,9.097528,,10.325742,7.9958577,,11.47,10.05,9.87,,6.58,5.976,5.723,1994RMxAA..28...43P,,Gaia DR2 3101920046552857728,Gaia EDR3 3101920046552857728,HD 50281B,,GJ 250 Ba,HD 50281 Ba,,The much wider companion separated by 9.62 arcsec measured in 2010PASP..122.1195T is the background star EDR3 3101920042255163392 (parallax = 0.437 mas)
371,229,HD 50281,LM?,HD 50281 Bb,103.072600958887,-5.19006973623282,2016,114.291102186307,0.02192843,FROM:HD50281Ba,-576.331063951725,0.02290138,-13.0437651399077,0.020435125,FROM:HD50281Ba,,,,,,,,,,,,,,,,,,,,2015AJ....150...50T,,,,HD 50281B,,GJ 250 Bb,HD 50281 Bb,,Separation of 39 mas resolved by 2015AJ....150...50T
372,230,MCC 135,LM,MCC 135,177.779081949925,35.2731396431032,2016,114.085415297669,0.019123629,2020yCat.1350....0G,-273.155609215558,0.014552727,253.403997428587,0.016061485,2020yCat.1350....0G,0.272,0.0049,2018A&A...616A...7S,M1.5,2015A&A...577A.128A,Opt Spec,3,8.854014,,9.967266,7.8048306,,11.3,9.802,9.42,7.64,6.419,5.828,5.606,,,Gaia DR2 4031586157514097024,Gaia EDR3 4031586157514097024,MCC 135,,GJ 450,,HIP 57802,...
373,231,WISENF J193656.08+040801.2,BD,WISENF J193656.08+040801.2,294.232524,4.131561,2017.9,113.9,3.8,2021ApJS..253....7K,-428.6,11.4,-1102.1,11.5,2021ApJS..253....7K,,,,Y0?,2021ApJS..253....7K,NIR Phot,20,,24.72,,,,,,,,,,,,,,,,,,,,...
374,232,41 Ara,*,41 Ara Aa,259.772654314693,-46.6357583761355,2016,113.751344439458,0.07254689,2020yCat.1350....0G,1029.60954419646,0.085671164,106.934966697028,0.073817015,2020yCat.1350....0G,25.7,0.66,2005ApJS..159..141V,G9,1984ApJS...55..657C,Opt Phot,3,5.3014293,,5.708797,4.734677,,6.31,5.52,,,4.08,3.15,3.42,2015MNRAS.453.1439J,,Gaia DR2 5951165616611763456,Gaia EDR3 5951165616611763456,41 Ara A,,GJ 666 A,HD 156274 Aa,,...
375,232,41 Ara,LM?,41 Ara Ab,259.772654314693,-46.6357583761355,2016,113.751344439458,0.07254689,FROM:41AraA,1029.60954419646,0.085671164,106.934966697028,0.073817015,FROM:41AraA,,,,,,,,,,,,,,,,,,,,2015MNRAS.453.1439J,,,,41 Ara A,,,HD 156274 Ab,,Possible M dwarf
376,232,41 Ara,LM,41 Ara B,259.768532463927,-46.636359614495,2016,113.285754026884,0.43021867,2020yCat.1350....0G,952.035165239387,0.48283255,138.380307849589,0.42960048,2020yCat.1350....0G,,,,M0,1984ApJS...55..657C,Opt Phot,3,7.987019,,9.0009,6.975858,,10.1,8.69,,,,5.112,4.846,2015MNRAS.453.1439J,,Gaia DR2 5951165616635298816,Gaia EDR3 5951165616635298816,41 Ara B,,GJ 666 B,HD 156274 B,,...
377,233,HU Del,LM,GJ 791.2 A,307.45433766661,9.68950366085,2016,113.4,0.2,2016AJ....152..141B,669.342,2.059,101.33,1.519,2018yCat.1345....0G,,,,M4.5,2002AJ....123.2002H,Opt Spec,3,11.485415,,13.337001,10.168708,,,,12.728,,8.228,7.666,7.307,2016AJ....152..141B,,Gaia DR2 1752805741531173632,Gaia EDR3 1752805741531173632,GJ 791.2 A,HU Del A,GJ 791.2 A,,,Gaia parallax less accurate
378,233,HU Del,LM?,GJ 791.2 B,307.45433766661,9.68950366085,2016,113.4,0.2,FROM:GJ791.2A,669.342,2.059,101.33,1.519,FROM:GJ791.2 A,,,,,,,,,,,,,,,,,,,,2016AJ....152..141B,,,,GJ 791.2 B,HU Del B,GJ 791.2 B,,,Possible M dwarf
379,234,HD 192310,*,HD 192310,303.828664931562,-27.0337808094647,2016,113.487179884766,0.051574934,2020yCat.1350....0G,1242.76270670012,0.046006758,-181.17497803113,0.03300268,2020yCat.1350....0G,-54.293,0.0002,2018A&A...616A...7S,K2,2006AJ....132..161G,Opt Spec,3,5.48135,,5.935906,4.855769,,6.63,5.723,5.98,8.74,4.11,3.582,3.5,,2,Gaia DR2 6847167606385195648,Gaia EDR3 6847167606385195648,HD 192310,,GJ 785,HD 192310,HIP 99825,...
380,234,HD 192310,Planet,HD 192310 b,303.828664931562,-27.0337808094647,2016,113.487179884766,0.051574934,FROM:HD192310,,,,,,,,,,,,,,,,,,,,,,,,,2011A&A...534A..58P,,,,,,,,,...
381,234,HD 192310,Planet,HD 192310 c,303.828664931562,-27.0337808094647,2016,113.487179884766,0.051574934,FROM:HD192310,,,,,,,,,,,,,,,,,,,,,,,,,2011A&A...534A..58P,,,,,,,,,...
382,235,BD-05 5715,LM,GJ 849,332.423151566049,-4.64083481515791,2016,113.444721507213,0.029997606,2020yCat.1350....0G,1132.58326545284,0.038505677,-22.1573065256557,0.037164405,2020yCat.1350....0G,-15.279,0.0026,2018A&A...616A...7S,M3.5,2019A&A...625A..68S,Opt Spec,3,9.237196,,10.61174,8.070007,13.006,11.868,10.366,9.279,7.877,6.51,5.9,5.594,,2,Gaia DR2 2627117287488522240,Gaia EDR3 2627117287488522240,BD-05 5715,,GJ 849,,HIP 109388,...
383,235,BD-05 5715,Planet,GJ 849 b,332.423151566049,-4.64083481515791,2016,113.444721507213,0.029997606,FROM:GJ849,,,,,,,,,,,,,,,,,,,,,,,,,2013A&A...549A.109B,,,,,,,,,...
384,235,BD-05 5715,Planet,GJ 849 c,332.423151566049,-4.64083481515791,2016,113.444721507213,0.029997606,FROM:GJ849,,,,,,,,,,,,,,,,,,,,,,,,,2015ApJ...800...22F,,,,,,,,,...
385,236,GJ 745,LM,GJ 745 A,286.7709107523,20.8864875178788,2016,113.252129800078,0.029636156,2020yCat.1350....0G,-478.266936589884,0.023181044,-349.087961301143,0.025486348,2020yCat.1350....0G,32.064,0.023,2020A&A...636A..36L,M2,2015A&A...577A.128A,Opt Spec,3,9.814883,,11.012309,8.729002,13.54,12.397,10.774,9.745,8.543,7.295,6.726,6.521,1956AJ.....61..405E,,Gaia DR2 4519789321933481856,Gaia EDR3 4519789321942643072,GJ 745 A,Ross 730,GJ 745 A,,HIP 93873,...
386,236,GJ 745,LM,GJ 745 B,286.802729640277,20.8755384014847,2016,113.222809176682,0.0191646,2020yCat.1350....0G,-480.754141129177,0.015550523,-332.49823071542,0.016012186,2020yCat.1350....0G,31.83,0.023,2020A&A...636A..36L,M2,2019A&A...625A..68S,Opt Spec,3,9.805328,,11.005343,8.718459,13.553,12.383,10.771,9.739,8.531,7.278,6.752,6.517,1956AJ.....61..405E,,Gaia DR2 4519789081415296128,Gaia EDR3 4519789081415296128,GJ 745 B,,GJ 745 B,HD 349726,HIP 93899,...
387,237,IRAS 06355-7535,LM,L 32-8,98.4389695510081,-75.6238039241576,2016,113.131791071708,0.0176141,2020yCat.1350....0G,-328.762931545249,0.02238957,263.116824430567,0.020662433,2020yCat.1350....0G,12.2,,2006A&A...460..695T,M3,2006A&A...460..695T,Opt Spec,3,10.212167,,11.677434,9.024885,,12.88,11.419,11.106,,7.41,6.85,6.558,2019AJ....157..216W,,Gaia DR2 5260759175761502976,Gaia EDR3 5260759175761502976,L 32-8,,,,HIP 31292,...
388,237,IRAS 06355-7535,LM,L 32-9,98.4249869079119,-75.6287408645873,2016,113.130447481665,0.016938346,2020yCat.1350....0G,-297.954723007529,0.020423213,280.587329181259,0.019915504,2020yCat.1350....0G,12.032,0.0572,2018A&A...616A...7S,M2,2006A&A...460..695T,Opt Spec,3,9.3847475,,10.694307,8.24563,,11.87,10.484,10.17,,6.725,6.146,5.862,2019AJ....157..216W,,Gaia DR2 5260759175761501696,Gaia EDR3 5260759175761501696,L 32-9,,,,HIP 31293,...
389,238,HD 32147,*,HD 32147,75.2066176720424,-5.75859896292345,2016,113.071459124788,0.02223858,2020yCat.1350....0G,549.30868512599,0.020699173,-1108.24503183928,0.01622233,2020yCat.1350....0G,21.624,0.0004,2018A&A...616A...7S,K3,2003AJ....126.2048G,Opt Spec,3,5.886492,,6.4363804,5.186893,8.27,7.27,6.21,5.36,4.87,4.45,3.87,3.8,,,Gaia DR2 3211461469444773376,Gaia EDR3 3211461469444773376,HD 32147,,GJ 183,HD 32147,HIP 23311,...
390,239,G 111-47,LM,G 111-47,119.554208317389,41.3006425041678,2016,112.992677897459,0.02585768,2020yCat.1350....0G,216.866224475129,0.024507405,-687.614851836002,0.019999042,2020yCat.1350....0G,-21.058,0.0202,2018A&A...616A...7S,M3.5,2019A&A...625A..68S,Opt Spec,3,10.665649,,12.239547,9.447945,,13.67,13.912,11.698,,7.734,7.133,6.878,,,Gaia DR2 922225002820369152,Gaia EDR3 922225002820369152,G 111-47,,GJ 1105,,HIP 38956,...
391,240,GJ 867,LM,GJ 867 A,339.692027413041,-20.6214867306132,2016,112.385923576491,0.055467818,2020yCat.1350....0G,449.206795800205,0.050408676,-79.0459311324817,0.04623589,2020yCat.1350....0G,-8.7,0.69,2004MNRAS.349.1069K,M2e,2014MNRAS.443.2561G,Opt Spec,3,8.170376,,9.348135,7.0827794,11.714,10.595,9.083,8.073,6.876,5.669,5.108,4.8,2014AJ....147...26D,,Gaia DR2 2400808142038361088,Gaia EDR3 2400808142038361088,FK Aqr,,GJ 867 A,HD 214479,HIP 111802,...
392,240,GJ 867,LM,GJ 867 B,339.690688150303,-20.6146894462698,2016,112.986657816422,0.038716473,2020yCat.1350....0G,424.58978300904,0.036385987,-66.9826330265807,0.032019146,2020yCat.1350....0G,-6.1,0.3,2014AJ....147...26D,M3.5,2014AJ....147...26D,NIR Spec,3,10.21215,,11.725991,9.006582,,13.08,11.49,11.22,8.77,7.344,6.817,6.491,2014AJ....147...26D,,Gaia DR2 2400808245117576704,Gaia EDR3 2400808245117576704,FL Aqr,,GJ 867 B,,,...
393,240,GJ 867,LM?,GJ 867 C,339.692027413041,-20.6214867306132,2016,112.385923576491,0.055467818,FROM:GJ867A,449.206795800205,0.050408676,-79.0459311324817,0.04623589,FROM:GJ867A,,,,,,,,,,,,,,,,,,,,2014AJ....147...26D,,,,FK Aqr,,GJ 867 C,,,Possible M dwarf
394,240,GJ 867,BD?,GJ 867 D,339.690688150303,-20.6146894462698,2016,112.986657816422,0.038716473,FROM:GJ867B,424.58978300904,0.036385987,-66.9826330265807,0.032019146,FROM:GJ867B,,,,,,,,,,,,,,,,,,,,2014AJ....147...26D,,,,FL Aqr,,,,,Could be a brown dwarf from its mass estimate 2014AJ....147...26D
395,241,Ross 695,LM,Ross 695,186.22388950027,-18.2525560233799,2016,112.673969367493,0.024117958,2020yCat.1350....0G,1095.5915596872,0.024994837,-2309.01876085905,0.024045262,2020yCat.1350....0G,51.187,0.0007,2018A&A...616A...7S,M2,2019A&A...625A..68S,Opt Spec,3,10.290013,,11.536975,9.179356,13.954,12.863,11.272,10.243,8.991,7.734,7.247,6.95,,,Gaia DR2 3519785523672576384,Gaia EDR3 3519785523672576384,Ross 695,,GJ 465,,HIP 60559,...
396,242,LEHPM 3396,LM,LEHPM 3396,53.5671957413457,-49.8900839058261,2016,112.60996206045,0.0557216,2020yCat.1350....0G,2360.5922060078,0.05702581,483.127504478308,0.08104918,2020yCat.1350....0G,73.732,0.0064,2014MNRAS.439.3094B,M9,2006MNRAS.366L..40P,Opt Spec,3,15.837138,,19.476444,14.289389,,,,,,11.376,10.823,10.392,,,Gaia DR2 4736655036868019072,Gaia EDR3 4736655036868019072,LEHPM 3396,,,,,...
397,243,SCR J0630-7643,LM?,SCR J0630-7643 A,97.6929269259207,-76.7170045768021,2016,112.658400080303,0.093428634,2020yCat.1350....0G,-36.2068274321857,0.11078153,524.245473148129,0.15210754,2020yCat.1350....0G,,,,,,,3,13.215869,,15.287722,11.399487,,,,,,,,,2011AJ....141...21W,,Gaia DR2 5260451999700465536,Gaia EDR3 5260451999700465536,SCR J0630-7643 A,,,,,Possible M dwarf
398,243,SCR J0630-7643,LM?,SCR J0630-7643 B,97.6944707194382,-76.7169132810503,2016,112.598753474555,0.1308523,2020yCat.1350....0G,-14.3685331157356,0.14262685,447.197895624292,0.2561198,2020yCat.1350....0G,,,,,,,3,13.44563,,,,,,,,,,,,2011AJ....141...21W,,Gaia DR2 5260451999698559872,Gaia EDR3 5260451999698559872,SCR J0630-7643 B,,,,,Possible M dwarf
399,244,2MASSI J0727182+171001,BD,2MASSI J0727182+171001,111.826025,17.167002,2000,112.5,0.9,2012ApJS..201...19D,1046,4,-767,3,2009AJ....137....1F,,,,T8,2003AJ....126.2487B,NIR Spec,20,,24.79,,,,,,,,15.6,15.756,15.556,,,,,2MASSI J0727182+171001,,,,,...
400,245,gam Lep,*,GJ 216 A,86.1143912257916,-22.4500233642025,2016,112.296028200377,0.14516802,2020yCat.1350....0G,-291.756776735348,0.08734715,-368.520815767024,0.13357414,2020yCat.1350....0G,-9.199,0.0009,2018A&A...616A...7S,F6.5,2006AJ....132..161G,Opt Spec,3,3.476823,,3.796859,3.0440361,4.08,4.07,3.6,3.15,2.89,2.69,2.46,2.41,2008MNRAS.389..869E,,Gaia DR2 2964000159820118400,Gaia EDR3 2964000159821218432,GJ 216 A,,GJ 216 A,HD 38393,HIP 27072,...
401,245,gam Lep,*,GJ 216 B,86.1091037227166,-22.4234045056417,2016,112.466065026138,0.02246881,2020yCat.1350....0G,-304.905036604993,0.013089417,-352.605730230766,0.019403704,2020yCat.1350....0G,-9.73,0.14,2018yCat.1345....0G,K2.5,2006AJ....132..161G,Opt Spec,3,5.868166,,6.3657584,5.208363,,7.09,6.15,,,4.845,4.158,4.13,2008MNRAS.389..869E,,Gaia DR2 2964001014514075520,Gaia EDR3 2964001014514075520,GJ 216 B,AK Lep,GJ 216 B,HD 38392,,...
